Key,x_position,y_position,vector_x,vector_y,vector_z,gaze_pitch,gaze_yaw,roll,pitch,yaw,distance
pt15,692.6757008095325,282.0714159826788,-0.014627807272474296,0.02339024485649028,-0.9996193938256628,-1.3402845434105544,0.83837089385613,3.3137297655917344,10.558234330183858,3.699213463594385,0.7756619461335802
pt15,692.6757008095325,282.0714159826788,-0.019514037052086063,0.017236585536821277,-0.9996609653317956,-0.9876325128437353,1.1183091263679077,3.0614993372424433,10.456982679246877,3.3248664096887763,0.7744984337476817
pt15,692.6757008095325,282.0714159826788,-0.006879413556810973,0.06325814788114184,-0.9979735611743383,-3.626846502287641,0.39495547226351224,3.4421415439162817,9.782581544710348,3.350712715418206,0.7734125236418502
pt15,692.6757008095325,282.0714159826788,-0.011134727344423636,0.016686005737435075,-0.9997988096899173,-0.9560820750258678,0.6380748829478751,3.479719403653503,10.153222925593315,3.1525237750483117,0.7749056727131095
pt15,692.6757008095325,282.0714159826788,0.020993748030154944,0.04423204855415144,-0.9988006578149321,-2.5351368150031246,-1.2041202186114404,3.3859148138342956,9.538428372665297,3.3702269591494654,0.772536252433595
pt15,692.6757008095325,282.0714159826788,-0.0009681642483892379,0.017275574812047566,-0.9998503217945514,-0.9898667664348032,0.055480012119638454,3.313432438270136,10.428708142156843,3.0900684248225416,0.7739897264738893
pt15,692.6757008095325,282.0714159826788,0.06150105211252565,0.03705812340583567,-0.9974188533072109,-2.123760352049025,-3.5284024611697227,3.403964595278611,10.220701107129655,2.967147019475004,0.776861368577633
pt15,692.6757008095325,282.0714159826788,0.06286924755090553,0.08382044397709301,-0.9944956597473366,-4.808199220039325,-3.617266128915147,3.414731968236004,9.747943610601553,2.8509067083024493,0.7725871417610192
pt15,692.6757008095325,282.0714159826788,0.05106570209287305,0.05188236832721882,-0.9973467620152145,-2.9739759701807285,-2.931073255873465,3.5248267808634592,10.093524899349237,2.9593165989305183,0.7765642399340849
pt15,692.6757008095325,282.0714159826788,0.054612836198933194,0.06793268984087059,-0.9961940526171575,-3.8952563497582826,-3.1378986267689233,3.371081712864126,10.150908750227872,2.856116586555794,0.7770131272662371
pt15,692.6757008095325,282.0714159826788,0.041100919940370434,0.06106351085935454,-0.9972873055651414,-3.5008593970496715,-2.359979244561378,3.293935862384844,10.04157891091327,3.0975124580732762,0.7760036171891082
pt15,692.6757008095325,282.0714159826788,0.05864069902837344,0.01430942461722127,-0.9981766262259246,-0.8198976197734414,-3.362137673140633,3.2424883814253156,10.084495821412975,3.2649670034983274,0.773383004792089
pt15,692.6757008095325,282.0714159826788,0.043824029823458115,0.050240972757986634,-0.9977751799747533,-2.8798080790628253,-2.5149144187944428,3.289525659398987,10.022189397199543,3.4905843195891118,0.7742147158191165
pt15,692.6757008095325,282.0714159826788,0.04709749843137802,0.07281073941797048,-0.9962331210239037,-4.175442913374763,-2.706675942123638,3.2118574284036607,10.425687685733779,2.926425794920059,0.7740904437671762
pt15,692.6757008095325,282.0714159826788,0.024176698905708026,0.0689561370636254,-0.9973266823218735,-3.9540333949837034,-1.388663902945831,3.4490261760353356,9.470490117579942,3.1463228363237175,0.7762240970736061
pt15,692.6757008095325,282.0714159826788,0.09138474230591219,0.0664604851777706,-0.9935953808014829,-3.8107141421214275,-5.254926357314224,3.0450444745604215,10.028041651388694,3.4233313561779086,0.7713745069231668
pt15,692.6757008095325,282.0714159826788,0.03945563128373776,0.07950862789498093,-0.996053032369495,-4.560322219430888,-2.268413218732224,3.4400996003860804,10.294463871924675,3.2803166315001775,0.7731904842515415
pt15,692.6757008095325,282.0714159826788,0.020858261902992777,0.05675812534870139,-0.9981701183182199,-3.253749616919583,-1.1971070339461864,3.476849566216538,9.911822327741017,3.0457868176429446,0.7747739180603035
pt15,692.6757008095325,282.0714159826788,0.0491165955596611,0.042190836245043925,-0.9979015482184869,-2.418074602114757,-2.817817445302623,3.6144284379896376,9.93730567599855,3.125187984131388,0.7717369408813216
pt15,692.6757008095325,282.0714159826788,-0.015817246913998544,0.05892371739981967,-0.9981371860566828,-3.378037006567909,0.9078768486377615,3.339354916334023,9.952359732081025,3.2658088380161754,0.7741909391897523
pt15,692.6757008095325,282.0714159826788,0.002543159356348338,0.02647656938923724,-0.9996462340453203,-1.5171729757908379,-0.14576354956890059,3.278947759367642,10.385276973121353,3.081063609205089,0.7760996327578246
pt15,692.6757008095325,282.0714159826788,0.0011395602040823948,0.04706870951089063,-0.9988909789642443,-2.6978351873109583,-0.06536445242227398,3.207971880607219,10.214657325939013,3.1683205746240763,0.7738520746756605
pt15,692.6757008095325,282.0714159826788,-0.003932753365965171,0.03636489469113801,-0.9993308117394923,-2.084014479179689,0.225479894995475,3.4248250597981285,10.129709341854745,2.8711084060542706,0.7748737251930653
pt15,692.6757008095325,282.0714159826788,-0.000669519878385429,0.051808613393926145,-0.9986568361845845,-2.9697444328662383,0.038412251530684574,3.281172015738634,9.999935117666642,3.1828122115942676,0.7758275456273435
pt15,692.6757008095325,282.0714159826788,-0.013565907578992918,0.0500624592605185,-0.9986539316000094,-2.869567121949455,0.778269048298222,3.3410349760856044,10.377504455556362,3.189647930098647,0.7755834728566072
pt15,692.6757008095325,282.0714159826788,-0.021718621245015373,0.027960462119830717,-0.999373069304978,-1.6022252855646892,1.2449699957879665,3.426039099654388,9.437060604977074,3.380337778151458,0.7746559129042498
pt15,692.6757008095325,282.0714159826788,0.040218775516802564,0.040104656571556145,-0.9983857394757487,-2.2984439712648723,-2.3068446580252813,3.4035508972823454,9.87356624671115,3.2183216720725065,0.7750320707137859
pt15,692.6757008095325,282.0714159826788,0.089789048897633,0.13364610191121237,-0.9869532391684032,-7.680337811991419,-5.198230552737404,3.7271488875032426,10.286503036892054,3.737429116321188,0.7759738192550169
pt15,692.6757008095325,282.0714159826788,-0.05980386891660084,0.06786605149350045,-0.9959004675977912,-3.8914294218184167,3.4364874942677384,4.063849453269021,10.819216142279332,3.7986637010406863,0.778600565492248
pt15,692.6757008095325,282.0714159826788,0.03530134248596854,0.13889245122462515,-0.9896780784224283,-7.983762249979944,-2.0428468930879737,3.843362785423833,10.648224585398136,3.075090033115871,0.7797116875936255
pt15,692.6757008095325,282.0714159826788,0.053132273109488815,0.0840316774953452,-0.9950455644792094,-4.820344859150401,-3.056509945021048,3.192347805482468,11.014145757223767,3.1558096285040165,0.7773260419104688
pt15,692.6757008095325,282.0714159826788,0.09152472006384353,0.04891148872563616,-0.9946008801540555,-2.803540466382796,-5.257639610884298,3.3780339614289865,10.565341711425738,3.221151588553374,0.7800087325196657
pt15,692.6757008095325,282.0714159826788,0.0229481682823465,0.0793070476134835,-0.9965860109675022,-4.548735933009878,-1.3191042824229682,3.6317598845131593,10.099365384682736,3.413726460966,0.7736869948226353
pt15,692.6757008095325,282.0714159826788,0.033391612756251056,0.0427834145930802,-0.998526200464915,-2.4520575270804805,-1.9153085685118496,3.196384656194721,10.434082079626963,3.2404911888362076,0.7753731668107839
pt15,692.6757008095325,282.0714159826788,0.02036954163625244,0.05781397281606926,-0.9981195209954088,-3.314344732398258,-1.1691252981658733,3.5589604309943614,10.138822751852546,3.101104947785804,0.7742632755621827
pt15,692.6757008095325,282.0714159826788,-0.00708948085263205,0.041949454349324455,-0.9990945909457739,-2.404232182951372,0.40655861625364514,3.4031928777533675,10.405004535342318,3.1331388065903716,0.7753002202913221
pt15,692.6757008095325,282.0714159826788,0.027418048804089903,0.02316486698767691,-0.999355602819076,-1.327367842808043,-1.5715572053975921,3.3422461175011873,9.604484763463688,3.355411749332339,0.7764500241492203
pt15,692.6757008095325,282.0714159826788,0.032603040697198805,0.040262271191023775,-0.9986570783228969,-2.3074819235467303,-1.8698644810171134,3.201391686710593,9.61061184859032,3.304012375353603,0.774475083051088
pt15,692.6757008095325,282.0714159826788,0.013240368272899967,0.08705826525506007,-0.9961152333985706,-4.994393641085326,-0.7615309190156658,3.378782613144239,9.675698357377959,3.4962877134486283,0.7751639329912446
pt15,692.6757008095325,282.0714159826788,0.010018615672940183,0.07820133480909867,-0.9968872484362666,-4.485185870309858,-0.5757973844269288,3.122848714720761,10.06620115014208,3.2065777843565195,0.7755420810125484
pt15,692.6757008095325,282.0714159826788,0.03854880002582027,0.07114931336197663,-0.9967205361769993,-4.0800026361681265,-2.2148467908691645,3.144606089177565,10.139773208351647,3.644694818507415,0.7727372230557997
pt15,692.6757008095325,282.0714159826788,0.04638815898354377,0.014424259585444256,-0.9988193240191707,-0.8264778579326206,-2.659076758281113,3.5285558570206828,10.047057995664936,3.195260678296175,0.7748923700477719
pt15,692.6757008095325,282.0714159826788,0.03813506168029709,0.06998468905022652,-0.9968189024915427,-4.013107808527181,-2.190882468420309,3.517698831795038,9.721468459143255,3.24032799147497,0.7745021075794974
pt15,692.6757008095325,282.0714159826788,0.03692441852321521,0.03271830197059327,-0.9987822790765417,-1.8749552365564575,-2.1172284947929105,3.413195949614984,9.849450237228528,3.0271530459527094,0.7759677236051005
pt15,692.6757008095325,282.0714159826788,0.012135469806448605,0.06535315878002534,-0.9977884061436849,-3.747130765554197,-0.6968179995488423,3.2324536518957823,9.794137780521654,3.269910717134168,0.7775558279217999
pt15,692.6757008095325,282.0714159826788,0.05516951917224875,0.017207592423209263,-0.9983286772143427,-0.9859710833902151,-3.1630552288343226,3.332140202947668,9.525051078251431,3.2351314287327266,0.7775463012010906
pt15,692.6757008095325,282.0714159826788,0.0627302821806519,0.038914019434890666,-0.9972715940445835,-2.2301721778188828,-3.5992716083357617,3.279646882564841,9.9483999447056,3.3816543506775973,0.7793194295641583
pt15,692.6757008095325,282.0714159826788,0.06258003424445102,0.050771563321585195,-0.9967477310585905,-2.910247527895058,-3.5925556397078355,3.106903193910509,9.7077673271884,3.2836676586969413,0.7766873436368023
pt15,692.6757008095325,282.0714159826788,0.027924393537655613,0.056764588877779236,-0.9979970276910637,-3.2541205478808464,-1.6027428044534224,3.5187402443329736,9.567036791713187,3.4391794223878653,0.7760868829975981
pt15,692.6757008095325,282.0714159826788,0.03235278012239246,0.07614334904136366,-0.9965719278044907,-4.366919251712915,-1.859401122541197,3.525532454376613,9.928515177421923,3.5103324638742572,0.7751254562083916
pt15,692.6757008095325,282.0714159826788,0.048665466604483905,0.032975264743674966,-0.9982706506718039,-1.8896860677604974,-2.7909466543005412,3.3063779784016942,10.229974654534056,3.2023856489669877,0.774757769184775
