timestamp,x,y
1742454865.1052852,470.64639558619007,360.50398696073734
1742454865.3585649,390.03694397544706,360.77158634487176
1742454865.6118445,311.3744675248991,378.0302124871908
1742454865.8651242,364.39066856663277,307.5140562413811
1742454866.118404,400.7609708722265,284.84354941562134
1742454866.3716836,401.10998040427717,332.9423841282055
1742454866.6249633,363.9629153476643,314.8104415600259
1742454866.878243,395.64555733292815,341.7377918624506
1742454867.1315227,319.53721617263744,297.24051899911115
1742454867.384802,386.280000153522,319.72756158819044
1742454867.6380818,348.06342518401567,220.8638089009908
1742454867.8913615,393.79434334941845,318.8198237053141
1742454868.1446412,375.1850623595942,265.2357783208842
1742454868.3979208,338.90443671691537,378.8637172256608
1742454868.6512005,325.68607221677553,208.65374194886
1742454868.9044802,401.5224971106585,351.1914393897205
1742454869.15776,419.35475071248146,294.1353789412794
1742454869.4110396,463.61700489243253,305.4659107823348
1742454869.6643193,442.7271881796796,289.7071131397076
1742454869.917599,422.2755639003859,298.5523813219209
1742454870.1708786,424.359758317098,267.49816973516846
1742454870.4241583,333.2585233058584,365.85496629459806
1742454870.677438,372.1869215990893,270.88448073409825
1742454870.9307177,398.1172295366976,337.40401402389523
1742454871.1839974,429.2001788460993,283.97119358112826
1742454871.4372768,374.27849556788277,241.8867562585574
1742454871.6905565,356.2736027806841,205.5567354091196
1742454871.9438362,418.69855185892465,322.0911850501942
1742454872.197116,412.160278781358,303.1848930173781
1742454872.4503956,462.60841721881917,313.1627241723534
1742454872.7036753,254.31000317615909,333.3048104275415
1742454872.956955,360.90817796423585,227.43700891723603
1742454873.2102346,354.36194229256404,253.2092915741567
1742454873.4635143,381.95667557476827,344.29540609362954
1742454873.716794,364.8578973581417,297.3553332363522
1742454873.9700737,413.4467048148663,364.99583229289726
1742454874.2233534,428.1133470876373,310.0387369255816
1742454874.476633,414.6718432816697,335.94772347475964
1742454874.7299128,431.48607137199957,380.21349720540053
1742454874.9831924,408.151743226534,328.8940988771533
1742454875.2364721,338.2009795022829,204.01860166386365
1742454875.4897516,379.1618249863575,265.8999629448339
1742454875.7430313,448.97592834305254,349.5696434945082
1742454875.996311,429.34681382108465,278.4430912370837
1742454876.2495906,394.82192729092395,274.9453855115029
1742454876.5028703,419.03006945240054,286.92813591337244
1742454876.75615,445.6188409964169,378.8955512720146
1742454877.0094297,421.4285388921634,368.2744228293004
1742454877.2627094,365.97917561181555,283.6509803207739
1742454877.515989,398.95807325331873,320.5830599892485
